"No","Name","Price","Quantity"
572,"แอปเปิ้ลวอชิงตัน อเมริกา – กล่อง 80 ลูก","0-0","กล่อง"
573,"แอปเปิ้ลเขียว อเมริกา – กล่อง 110 ลูก","0-0","กล่อง"
574,"แอปเปิ้ลกาล่า ฝรั่งเศส – กล่อง163 – 180 ลูก","0-0","กล่อง"
575,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 90 ลูก","0-0","กล่อง"
576,"แอปเปิ้ลเขียว ฝรั่งเศส – กล่อง113 ลูก","0-0","กล่อง"
577,"แอปเปิ้ลทอง อเมริกา – กล่อง 125 ลูก","0-0","กล่อง"
578,"แอปเปิ้ลกาล่า ชิลี – กล่อง 198 ลูก","0-0","กล่อง"
579,"แอปเปิ้ลกาล่า จีน – กล่อง 72 ลูก","0-0","กล่อง"
580,"แอปเปิ้ลกาล่า นิวซีแลนด์ – กล่อง198 – 216 ลูก","1100-1150","กล่อง"
581,"แอปเปิ้ลวอชิงตัน อเมริกา – กล่อง125 ลูก","1300-1450","กล่อง"
582,"แอปเปิ้ลกาล่า อเมริกา – กล่อง100 – 120 ลูก","1350-1850","กล่อง"
583,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 30 – 36 ลูก","0-0","กล่อง"
584,"แอปเปิ้ลฟูจิ จีน – กล่อง100 -125 ลูก","590-720","กล่อง"
585,"แอปเปิ้ลฟูจิ นิวซีแลนด์ – กล่อง 120 ลูก","1250-1350","กล่อง"
586,"แอปเปิ้ลวอชิงตัน จีน – กล่อง163 ลูก","0-0","กล่อง"
587,"แอปเปิ้ลแจ๊ส – กล่อง 120 ลูก","1360-1400","กล่อง"
588,"แอปเปิ้ลฟูจิ จีน – กล่อง175 -180 ลูก","0-0","กล่อง"
589,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 24 – 28 ลูก","0-0","กล่อง"
590,"แอปเปิ้ลวอชิงตัน จีน – กล่อง113 ลูก","0-0","กล่อง"
591,"แอปเปิ้ลทอง จีน – กล่อง 113 ลูก","570-780","กล่อง"
592,"แอปเปิ้ลเขียว จีน – กล่อง163 ลูก","0-0","กล่อง"
593,"แอปเปิ้ลกาล่า เซาท์แอฟริกา – กล่อง100 -120 ลูก","0-0","กล่อง"
594,"แอปเปิ้ลกาล่า เซาท์แอฟริกา – กล่อง163 -180 ลูก","0-0","กล่อง"
595,"แอปเปิ้ลกาล่า ฝรั่งเศส – กล่อง125 – 150 ลูก","0-0","กล่อง"
596,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 80 ลูก","0-0","กล่อง"
597,"แอปเปิ้ลเขียว ฝรั่งเศส – กล่อง198 ลูก","0-0","กล่อง"
598,"แอปเปิ้ลเขียว อเมริกา – กล่อง 80 ลูก","0-0","กล่อง"
599,"แอปเปิ้ลแจ๊ส – กล่อง 150 ลูก","0-0","กล่อง"
600,"แอปเปิ้ลแจ๊ส – กล่อง 165 ลูก","0-0","กล่อง"
601,"แอปเปิ้ลกาล่า นิวซีแลนด์ – กล่อง100 -120 ลูก","1150-1270","กล่อง"
602,"แอปเปิ้ลวอชิงตัน อเมริกา – กล่อง 64 ลูก","0-0","กล่อง"
603,"แอปเปิ้ลกาล่า ชิลี – กล่อง 175 ลูก","0-0","กล่อง"
604,"แอปเปิ้ลกาล่า นิวซีแลนด์ – กล่อง125 -150 ลูก","1100-1180","กล่อง"
605,"แอปเปิ้ลวอชิงตัน อเมริกา – กล่อง138 ลูก","1350-1400","กล่อง"
606,"แอปเปิ้ลกาล่า เซาท์แอฟริกา – กล่อง125 -150 ลูก","0-0","กล่อง"
607,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 72 – 88 ลูก","0-0","กล่อง"
608,"แอปเปิ้ลกาล่า ฝรั่งเศส – กล่อง100 – 120 ลูก","0-0","กล่อง"
609,"แอปเปิ้ลกาล่า ชิลี – กล่อง 113 ลูก","0-0","กล่อง"
610,"แอปเปิ้ลเอ็นวี่ นิวซีแลนด์ – กล่อง 70 ลูก","2150-2650","กล่อง"
611,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 138 – 163 ลูก","0-0","กล่อง"
612,"แอปเปิ้ลแจ๊ส – กล่อง 110 ลูก","0-0","กล่อง"
613,"แอปเปิ้ลฟูจิ เซาท์แอฟริกา – กล่อง 100 – 125 ลูก","1230-1970","กล่อง"
614,"แอปเปิ้ลเขียว นิวซีแลนด์ – กล่อง 80 ลูก","0-0","กล่อง"
615,"แอปเปิ้ลเขียว ฝรั่งเศส – กล่อง80 ลูก","0-0","กล่อง"
616,"แอปเปิ้ลวอชิงตัน จีน – กล่อง 80 ลูก","0-0","กล่อง"
617,"แอปเปิ้ลทอง อเมริกา – กล่อง 138 ลูก","0-0","กล่อง"
618,"สตรอว์เบอร์รี่ อเมริกา – แพค 250 กรัม","280-460","กล่อง"
619,"แอปเปิ้ลเขียว ฝรั่งเศส – กล่อง110 ลูก","0-0","กล่อง"
620,"แอปเปิ้ลฟูจิ จีน – กล่อง138 -163 ลูก","0-0","กล่อง"
621,"สตรอว์เบอร์รี่ – เบอร์เล็ก","0-0","กิโลกรัม"
622,"น้อยหน่าเพชรปากช่อง – เบอร์เล็ก","25-25","กิโลกรัม"
623,"น้อยหน่าเพชรปากช่อง – เบอร์กลาง","38-38","กิโลกรัม"
624,"น้อยหน่า – เบอร์เล็ก","25-25","กิโลกรัม"
625,"สตรอว์เบอร์รี่ – เบอร์กลาง","0-0","กิโลกรัม"
626,"สละสุมาลี-ยอด","48-50","กิโลกรัม"
627,"สละเนินวงศ์ – รวม","0-0","กิโลกรัม"
628,"สตรอว์เบอร์รี่ – เบอร์ใหญ่","0-0","กิโลกรัม"
629,"ลองกองแห้ง(ตันหยงมัส) – เบอร์กลาง","0-0","กิโลกรัม"
630,"ลองกองแห้ง(ตันหยงมัส) – เบอร์เล็ก","0-0","กิโลกรัม"
631,"ส้มแมนดาริน จีน – กล่อง 5 กก.","0-0","ตระกร้า"
632,"ลำไยกระโหลก -เบอร์เล็ก","0-0","กิโลกรัม"
633,"ส้มแมนดารินจิ๋ว บราซิล กล่อง 10 -15 กก.","0-0","กล่อง"
634,"ส้มแมนดาริน จีน – กล่อง 18 กก.","548-780","กล่อง"
635,"ส้มแมนดาริน จีน – กล่อง 10 กก.","540-750","กล่อง"
636,"ส้มเมอร์คอท – กล่อง 48 -72 ลูก","600-870","กิโลกรัม"
637,"ส้มแมนดาริน จีน – กล่อง 48-58 ลูก","0-0","กล่อง"
638,"ส้มจีน – กล่อง 8.5 กก.","430-580","ตะกร้า"
639,"ส้มจีน – กล่อง 10 กก.","650-750","ตะกร้า"
640,"ส้มเช้งจีน","0-0","ตะกร้า"
641,"แก้วมังกรเนื้อขาว ไทย – เบอร์กลาง","0-0","กิโลกรัม"
642,"แก้วมังกรเนื้อขาว ไทย – เบอร์เล็ก","0-0","กิโลกรัม"
643,"แก้วมังกรเนื้อแดง ไทย – เบอร์เล็ก","0-0","กิโลกรัม"
644,"มะไฟเหรียญทอง – เบอร์เล็ก","0-0","กิโลกรัม"
645,"มะไฟเหรียญทอง – เบอร์ใหญ่","0-0","กิโลกรัม"
646,"องุ่นแดงนอก (ชิลี)","0-0","กล่อง"
647,"แคนตาลูป – เบอร์ใหญ่(ย้ายไปลานฤดูกาล)","0-0","กิโลกรัม"
648,"มะขามหวานประกายทอง – เบอร์ C","55-55","กิโลกรัม"
649,"มะขามเทศสีชมพู – เบอร์ใหญ่","0-0","กิโลกรัม"
650,"มะขามเทศสีชมพู – เบอร์เล็ก","0-0","กิโลกรัม"
651,"มะไฟชมพู – เบอร์ใหญ่","0-0","กิโลกรัม"
652,"มะไฟชมพู – เบอร์กลาง","0-0","กิโลกรัม"
653,"มะไฟชมพู – เบอร์เล็ก","0-0","กิโลกรัม"
654,"แคนตาลูป – เบอร์กลาง","0-0","กิโลกรัม"
655,"เมลอน พันธุ์ไทย เนื้อเขียว ขนาดใหญ่","0-0","กิโลกรัม"
656,"มะขามหวานประกายทอง – เบอร์ B","70-70","กิโลกรัม"
657,"มะขามหวานสีชมพู – เบอร์ C","50-55","กิโลกรัม"
658,"มะขามหวานสีทอง – เบอร์ B","60-60","กิโลกรัม"
659,"มะขามหวานสีทอง – เบอร์ C","55-55","กิโลกรัม"
660,"มะขามเทศเกษตร – เบอร์ใหญ่","0-0","กิโลกรัม"
661,"มะขามเทศเกษตร – เบอร์เล็ก","0-0","กิโลกรัม"
662,"มะขามหวานขันตรี – เบอร์ B","0-0","กิโลกรัม"
663,"มะขามหวานอินทผาลัม – เบอร์ A","0-0","กิโลกรัม"
664,"มะขามหวานขันตรี – เบอร์ A","0-0","กิโลกรัม"
665,"มะขามหวานสีชมพู – เบอร์ B","55-60","กิโลกรัม"
666,"มะขามเทศเกษตร – เบอร์กลาง","0-0","กิโลกรัม"
667,"มะขามหวานอินทผาลัม – เบอร์ B","0-0","กิโลกรัม"
668,"มะขามหวานอินทผาลัม – เบอร์ C","0-0","กิโลกรัม"
669,"มะขามหวานประกายทอง – เบอร์ A","80-80","กิโลกรัม"
670,"มะขามหวานขันตรี – เบอร์ C","0-0","กิโลกรัม"
671,"องุ่นแดงนอก ไร้เมล็ด (อินเดีย)","750-990","กล่อง"
672,"องุ่นเขียวนอก (เปรู)","0-0","กล่อง"
673,"องุ่นดำนอก (อเมริกา)","0-0","กล่อง"
674,"สับปะรดน้ำ(ศรีราชา) – เบอร์เล็ก","0-0","กิโลกรัม"
675,"สับปะรดแกง (ศรีราชา) ตัดก้าน ตัดจุก ขนาดกลาง","0-0","กล่อง"
676,"องุ่นดำไร้เมล็ด นิวซีแลนด์","0-0","กล่อง"
677,"องุ่นเขียวนอก (อินเดีย)","470-730","กล่อง"
678,"องุ่นดำมีเมล็ด ชิลี","1750-3750","กล่อง"
679,"องุ่นดำไร้เมล็ด ชิลี","0-0","กล่อง"
680,"องุ่นดำนอก (นิวซีแลนด์)","0-0","กล่อง"
681,"องุ่นแดงนอก (อินเดีย)","0-0","กล่อง"
682,"สับปะรดปัตตาเวีย – เบอร์กลาง","18-22","ลูก"
683,"ลิ้นจี่จีน(นอก) – ใหญ่ 18 กก (9ตะกร้า*2กก)","0-0","ตะกร้า"
684,"กระท้อนอีล่า – เบอร์เล็ก","33-35","กิโลกรัม"
685,"กระท้อนปุยฝ้าย – เบอร์เล็ก","0-0","กิโลกรัม"
686,"ลิ้นจี่ฮงฮวย เบอร์ใหญ่","0-0","กิโลกรัม"
687,"ลิ้นจี่ฮงฮวย เบอร์กลาง","0-0","กิโลกรัม"
688,"ลิ้นจี่ค่อม เบอร์กลาง","0-0","กิโลกรัม"
689,"ลิ้นจี่ค่อม เบอร์เล็ก","0-0","กิโลกรัม"
690,"มะม่วงน้ำดอกไม้อ่อน – เบอร์เล็ก","8-8","กิโลกรัม"
691,"ลิ้นจี่จีน(นอก) – เล็ก 12กก (ุ6ตะกร้า*2กก)","0-0","ตะกร้า"
692,"มะม่วงมันเดือนเก้า – เบอร์เล็ก","0-0","กิโลกรัม"
693,"มะม่วงเพชรบ้านลาด – เบอร์เล็ก","0-0","กิโลกรัม"
694,"ลิ้นจี่ฮงฮวย เบอร์เล็ก","0-0","กิโลกรัม"
695,"มะม่วงแรด – เบอร์กลาง","0-0","กิโลกรัม"
696,"มะยงชิด – เบอร์กลาง","0-0","กิโลกรัม"
697,"มะยงชิด – เบอร์เล็ก","0-0","กิโลกรัม"
698,"ลิ้นจี่ค่อม เบอร์ใหญ่","0-0","กิโลกรัม"
699,"มะม่วงน้ำดอกไม้อ่อน – เบอร์กลาง","15-15","กิโลกรัม"
700,"มะม่วงฟ้าลั่นดิบ – เบอร์กลาง","15-18","กิโลกรัม"
701,"มะม่วงเขียวเสวย – เบอร์กลาง","25-30","กิโลกรัม"
702,"มะม่วงฟ้าลั่นดิบ – เบอร์เล็ก","0-0","กิโลกรัม"
703,"มะม่วงเขียวเสวย – เบอร์เล็ก","0-0","กิโลกรัม"
704,"มะม่วงน้ำดอกไม้สุก – เบอร์กลาง","23-25","กิโลกรัม"
705,"มะม่วงแก้วดิบ – เบอร์เล็ก","0-0","กิโลกรัม"
706,"มะม่วงจินหวง","18-30","กิโลกรัม"
707,"ลูกพรุน จีน","0-0","ตระกร้า"
708,"มะม่วงเขียวเสวย – เบอร์ใหญ่","36-38","กิโลกรัม"
709,"มะม่วงอกร่องดิบ – เบอร์เล็ก","10-15","กิโลกรัม"
710,"มะม่วงโชคอนันต์ดิบ – เบอร์เล็ก","0-0","กิโลกรัม"
711,"มะม่วงมันเดือนเก้า – เบอร์กลาง","0-0","กิโลกรัม"
712,"มะม่วงเพชรบ้านลาด – เบอร์ใหญ่","0-0","กิโลกรัม"
713,"มะม่วงเขียวเกษตร – เบอร์ใหญ่","0-0","กิโลกรัม"
714,"มะม่วงน้ำดอกไม้สุก – เบอร์ใหญ่","30-35","กิโลกรัม"
715,"มะม่วงแก้วดิบ – เบอร์กลาง","0-0","กิโลกรัม"
716,"มะม่วงแรด – เบอร์เล็ก","0-0","กิโลกรัม"
717,"มะม่วงน้ำดอกไม้อ่อน – เบอร์ใหญ่","22-25","กิโลกรัม"
718,"ฝรั่งไร้เมล็ด – เบอร์เล็ก","20-22","กิโลกรัม"
719,"มะม่วงเขียวมรกต – เบอร์เล็ก","0-0","กิโลกรัม"
720,"ฝรั่งแป้นสีทอง – เบอร์เล็ก","0-0","กิโลกรัม"
721,"ฝรั่งไร้เมล็ด – เบอร์กลาง","0-0","กิโลกรัม"
722,"ทับทิมอิสราเอล – กล่อง 7 ลูก","0-0","กล่อง"
723,"ทุเรียนกระดุม – เบอร์ใหญ่","115-130","กิโลกรัม"
724,"ทุเรียนกระดุม – เบอร์เล็ก","90-90","กิโลกรัม"
725,"ทับทิมเนื้อแดง จีน 2 A – 3 A – กล่อง 10 – 15 กก.","450-630","กล่อง"
726,"บลูเบอร์รี่นอก (นิวซีแลนด์)","1630-1780","กล่อง"
727,"แอปเปิลเอนวี่ เบอร์ 35","1410-1450","กล่อง"
728,"แตงทิเบต (ฮามิกัว) ขนาดกลาง","480-570","กล่อง"
729,"แอปเปิลวอชิงตัน เบอร์ 48","1140-1230","กล่อง"
730,"เชอร์รี่สีทอง","1250-2350","กล่อง"
731,"แตงทิเบต (ฮามิกัว) ขนาดเล็ก","370-430","กล่อง"
732,"เชอร์รี่นอก สีทอง (อเมริกา)","2370-3150","กล่อง"
733,"แอปเปิลฟูจิ คละขนาด","470-550","กล่อง"
734,"กีวี ทอง นิวซีแลนด์ – กล่อง 22 ลูก","1150-1300","กล่อง"
735,"ลูกพีช ออสเตรเลีย","1350-1810","กล่อง"
736,"แอปเปิลโรส คละขนาด","1430-1710","กล่อง"
737,"สาลี่หอม","370-550","กล่อง"
738,"อะโวคาโด นิวซีแลนด์ – กล่อง 28 ลูก","1100-1270","กล่อง"
739,"กีวี นิวซีแลนด์ – กล่อง 58- 117 ลูก","1300-1450","กล่อง"
740,"สาลี่ทอง จีน – กล่อง 16 – 48 ลูก","420-650","กล่อง"
741,"สาลี่น้ำผึ้ง จีน – กล่อง 24 – 54 ลูก","340-490","กล่อง"
742,"องุ่นเขียวนอก ไร้เมล็ด (อเมริกา)","1650-1850","กล่อง"
743,"แอปเปิลแคระ ขนาดกลาง","130-230","ตระกร้า"
744,"องุ่นดำนอก (จีน)","440-460","ตะกร้า"
745,"แอปเปิลเอนวี่ เบอร์ 30","1600-1600","กล่อง"
746,"แอปเปิ้ลเขียว อเมริกา – กล่อง 113 ลูก","1450-1580","กล่อง"
747,"สาลี่หิมะ ( เกาหลี )","450-1200","กิโลกรัม"
748,"สาลี่หิมะ ( จีน )","290-650","กล่อง"
749,"แตงโมคริมสัน ขนาดกลาง","50-70","กิโลกรัม"
750,"แตงโมคริมสัน ขนาดเล็ก","30-40","กิโลกรัม"
751,"แตงโมคริมสัน ขนาดใหญ่","100-130","กิโลกรัม"
752,"แตงโมตอปิโด ขนาดกลาง","70-80","กิโลกรัม"
753,"แตงโมเหลือง ขนาดใหญ่","100-140","กิโลกรัม"
754,"แอปเปิลแคระ ขนาดใหญ่","230-350","ตระกร้า"
755,"กีวี สีเขียว (ฝรั่งเศส)","1250-1450","กล่อง"
756,"แอปเปิลวอชิงตัน คละขนาด","1470-1650","กล่อง"
757,"แอปเปิลแกรนนี่สมิธ คละขนาด","1750-2230","กล่อง"
758,"แอปเปิลพิงค์เลดี้ คละขนาด","1350-1470","กล่อง"
759,"สาลี่หิมะ ( ญี่ปุ่น )","1250-1470","กล่อง"
760,"แอปเปิลกาล่า คละขนาด","1450-1610","กล่อง"
761,"แอปเปิลฉินก้วง เบอร์ 32","370-450","กล่อง"
762,"องุ่นแดงนอก (จีน)","450-650","ตะกร้า"
763,"แอปเปิ้ลฟูจิ จีน – กล่อง 30 – 36 ลูก","330-700","กล่อง"
764,"แตงโมตอปิโด ขนาดเล็ก","30-40","กิโลกรัม"
765,"แตงโมตอปิโด ขนาดใหญ่","100-120","กิโลกรัม"
766,"แตงโมทัมอัพ ขนาดใหญ่","100-120","กิโลกรัม"
767,"พุทรา จีน","290-480","กล่อง"
768,"องุ่นแดงนอก ไร้เมล็ด (อเมริกา)","1250-2350","กล่อง"
769,"แตงโมทัมอัพ ขนาดเล็ก","30-35","กิโลกรัม"
770,"แอปเปิ้ลวอชิงตัน อเมริกา – กล่อง 113 ลูก","1480-1560","กล่อง"
771,"แอปเปิ้ลเขียว จีน – กล่อง136 -150 ลูก","490-560","กล่อง"
772,"แอปเปิ้ลฟูจิ จีน – กล่อง 24 – 28 ลูก","330-750","กล่อง"
773,"แอปเปิ้ลฟูจิ จีน – กล่อง 72 – 88 ลูก","490-980","กล่อง"
774,"องุ่นไข่ปลา จีน – กล่อง 6.5 กก.","180-230","ตะกร้า"
775,"แอปเปิลวอชิงตัน เบอร์ 138","1320-1450","กล่อง"
776,"แอปเปิลวอชิงตัน เบอร์ 125","1400-1450","กล่อง"
777,"ลูกแพร์นอก สีน้ำตาล (ออสเตรเลีย)","1450-1560","กล่อง"
778,"แตงโมเหลือง ขนาดเล็ก","40-60","กิโลกรัม"
779,"องุ่นไชมัสคัส (จีน)","180-290","ตะกร้า"
780,"เมล่อนญี่ปุ่น","400-450","กล่อง"
781,"แตงโมเหลือง ขนาดกลาง","70-90","กิโลกรัม"
782,"แอปเปิ้ลแคระ จีน – กล่อง 10 ก.ก","130-290","ตะกร้า"
783,"แตงฮามิกัว จีน (แตงธิเบต)","290-420","กล่อง"
784,"เงาะโรงเรียน (พวง)","60-65","กิโลกรัม"
785,"มะม่วงน้ำดอกไม้สุก คละขนาด","18-38","กิโลกรัม"
786,"มะยงชิดทูลเกล้า ขนาดกลาง","0-0","กิโลกรัม"
787,"มะม่วงอกร่องดิบ – เบอร์กลาง","0-0","กิโลกรัม"
788,"มะไฟชมพู","0-0","กิโลกรัม"
789,"มะม่วงอกร่องดิบ – เบอร์ใหญ่","0-0","กิโลกรัม"
790,"มะม่วงแรด – เบอร์ใหญ่","0-0","กิโลกรัม"
791,"มะม่วงเพชรบ้านลาด – เบอร์กลาง","0-0","กิโลกรัม"
792,"มะม่วงแก้วดิบ – เบอร์ใหญ่","0-0","กิโลกรัม"
793,"มะไฟไข่เต่า","20-25","กิโลกรัม"
794,"มะม่วงโชคอนันต์ดิบ – เบอร์กลาง","25-28","กิโลกรัม"
795,"มะม่วงเขียวเกษตร – เบอร์กลาง","0-0","กิโลกรัม"
796,"มะม่วงโชคอนันต์ดิบ – เบอร์ใหญ่","30-35","กิโลกรัม"
797,"มะม่วงเขียวเกษตร ขนาดใหญ่","0-0","กิโลกรัม"
798,"มะม่วงมหาชนก","15-16","กิโลกรัม"
799,"มังคุดผิวลาย คละขนาด","28-30","กิโลกรัม"
800,"มะยงชิด – เบอร์ใหญ่","55-130","กิโลกรัม"
801,"ลิ้นจี่จักรพรรดิ์ เบอร์กลาง","70-80","กิโลกรัม"
802,"ลิ้นจี่จักรพรรดิ์ เบอร์ใหญ่","90-100","กิโลกรัม"
803,"ลำไยอีดอ – เบอร์กลาง","0-0","กิโลกรัม"
804,"กระท้อนอีล่า – เบอร์กลาง","40-45","กิโลกรัม"
805,"กระท้อนปุยฝ้าย – เบอร์ใหญ่","60-70","กิโลกรัม"
806,"กระท้อนทับทิม – เบอร์เล็ก","30-35","กิโลกรัม"
807,"กระท้อนทับทิม – เบอร์ใหญ่","50-55","กิโลกรัม"
808,"กระท้อนทับทิม คละขนาด","0-0","กิโลกรัม"
809,"มะขามเทศสีชมพู – เบอร์กลาง","55-75","กิโลกรัม"
810,"มะขามเทศสีชมพู ขนาดจัมโบ้","55-55","กิโลกรัม"
811,"มะขามเทศเกษตร","25-50","กิโลกรัม"
812,"มะไฟเหรียญทอง – เบอร์กลาง","26-26","กิโลกรัม"
813,"มะไฟไข่เต่า – เบอร์ใหญ่","0-0","กิโลกรัม"
814,"แก้วมังกรเนื้อแดง ไทย – เบอร์กลาง","33-35","กิโลกรัม"
815,"แก้วมังกร เนื้อแดง (เวียดนาม) ขนาดใหญ่","68-70","กิโลกรัม"
816,"แก้วมังกร เนื้อขาว (ไทย) คละขนาด","0-0","กิโลกรัม"
817,"แก้วมังกร เนื้อแดง (เวียดนาม) ขนาดเล็ก","58-60","กิโลกรัม"
818,"แก้วมังกร เนื้อแดง (ไทย) ขนาดเล็ก","0-0","กิโลกรัม"
819,"แก้วมังกร เนื้อแดง (ไทย) คละขนาด","0-0","กิโลกรัม"
820,"ลำไยสีชมพู ขนาดกลาง","0-0","กิโลกรัม"
821,"ลำไยกะโหลก คละขนาด","0-0","กิโลกรัม"
822,"ลำไยพวงทอง ขนาดเล็ก","30-35","กิโลกรัม"
823,"ลำไยพวงทอง ขนาดใหญ่","50-55","กิโลกรัม"
824,"ลำไยพวงทอง คละขนาด","0-0","กิโลกรัม"
825,"ลำไยสีชมพู คละขนาด","0-0","กิโลกรัม"
826,"ลำไยอีดอ คละขนาด","25-25","กิโลกรัม"
827,"ลำไยกระโหลก – เบอร์ใหญ่","0-0","กิโลกรัม"
828,"ลำไยสีชมพู ขนาดเล็ก","0-0","กิโลกรัม"
829,"ลำไยสีชมพู ขนาดใหญ่","0-0","กิโลกรัม"
830,"ลำไยพวงทอง ขนาดกลาง","40-45","กิโลกรัม"
831,"ลองกอง คละขนาด","30-35","กิโลกรัม"
832,"ลำไยกระโหลก – เบอร์กลาง","0-0","กิโลกรัม"
833,"สละเนินวง ช่อ ขนาดกลาง","0-0","กิโลกรัม"
834,"สละสุมาลี ช่อ ขนาดกลาง","0-0","กิโลกรัม"
835,"สละหม้อ ร่วง","0-0","กิโลกรัม"
836,"สตรอว์เบอร์รี่ พันธุ์ 329","0-0","กิโลกรัม"
837,"ระกำเปรี้ยว – เบอร์เล็ก","0-0","กิโลกรัม"
838,"ละมุดมาเลย์ เบอร์ใหญ่","60-65","กิโลกรัม"
839,"ส้มโอท่าข่อย ขนาดเล็ก","0-0","กิโลกรัม"
